product_pid,transaction_date,apply_amt_pred,redeem_amt_pred,net_in_amt_pred
product1,20221110,0.34290120005607605,0.9151174426078796,-0.572216272354126
product1,20221111,0.5408815741539001,1.4532002210617065,-0.9123186469078064
product1,20221114,0.6310816407203674,1.8008571863174438,-1.1697754859924316
product1,20221115,0.6255844831466675,2.051665782928467,-1.4260812997817993
product1,20221116,0.5244455337524414,2.2545018196105957,-1.7300562858581543
product1,20221117,0.3209284842014313,2.4357197284698486,-2.11479115486145
product1,20221118,0.0034931183326989412,2.6105525493621826,-2.6070594787597656
product1,20221121,-0.443791002035141,2.7891762256622314,-3.2329671382904053
product1,20221122,-1.0416553020477295,2.9800829887390137,-4.021738052368164
product1,20221123,-1.8165414333343506,3.1921043395996094,-5.008646011352539
product100,20221110,0.5447176694869995,1.0666072368621826,-0.5218895673751831
product100,20221111,0.7521337270736694,1.5595519542694092,-0.8074182271957397
product100,20221114,0.8625701069831848,1.8766090869903564,-1.0140390396118164
product100,20221115,0.8878442049026489,2.103736162185669,-1.21589195728302
product100,20221116,0.8289185762405396,2.2856125831604004,-1.4566940069198608
product100,20221117,0.680743932723999,2.4460771083831787,-1.7653331756591797
product100,20221118,0.43412742018699646,2.598630428314209,-2.1645030975341797
product100,20221121,0.07616393268108368,2.7520060539245605,-2.675842046737671
product100,20221122,-0.41007089614868164,2.913257122039795,-3.3233280181884766
product100,20221123,-1.0462719202041626,3.0895838737487793,-4.135855674743652
product101,20221110,1.546614408493042,2.327493667602539,-0.7808792591094971
product101,20221111,1.763113021850586,2.4446048736572266,-0.6814918518066406
product101,20221114,1.9477183818817139,2.5108280181884766,-0.5631096363067627
product101,20221115,2.1055400371551514,2.5537095069885254,-0.448169469833374
product101,20221116,2.2388439178466797,2.585850477218628,-0.34700655937194824
product101,20221117,2.348754405975342,2.6123528480529785,-0.2635984420776367
product101,20221118,2.4359443187713623,2.6346004009246826,-0.1986560821533203
product101,20221121,2.500864028930664,2.6522223949432373,-0.15135836601257324
product101,20221122,2.543764591217041,2.6641311645507812,-0.12036657333374023
product101,20221123,2.564622163772583,2.669074773788452,-0.10445261001586914
