product_pid,transaction_date,apply_amt_pred,redeem_amt_pred,net_in_amt_pred
product1,20221110,2.6085355281829834,1.1646246910095215,1.443910837173462
product1,20221111,3.1063971519470215,1.9149796962738037,1.1914174556732178
product1,20221114,3.525115489959717,2.439361095428467,1.08575439453125
product1,20221115,3.8823819160461426,2.812044858932495,1.0703370571136475
product1,20221116,4.190825462341309,3.0818467140197754,1.1089787483215332
product1,20221117,4.459665775299072,3.2810797691345215,1.1785860061645508
product1,20221118,4.6957879066467285,3.4312996864318848,1.2644882202148438
product1,20221121,4.90445613861084,3.5469977855682373,1.3574583530426025
product1,20221122,5.089778900146484,3.6380062103271484,1.451772689819336
product1,20221123,5.255030632019043,3.7110583782196045,1.5439722537994385
product100,20221110,0.9931339025497437,1.1343477964401245,-0.14121389389038086
product100,20221111,1.660055160522461,1.7798433303833008,-0.11978816986083984
product100,20221114,2.2316641807556152,2.2491512298583984,-0.017487049102783203
product100,20221115,2.726030111312866,2.59720516204834,0.12882494926452637
product100,20221116,3.1567912101745605,2.86069393157959,0.2960972785949707
product100,20221117,3.5344529151916504,3.064338207244873,0.47011470794677734
product100,20221118,3.8672595024108887,3.224954605102539,0.6423048973083496
product100,20221121,4.1617960929870605,3.354099750518799,0.8076963424682617
product100,20221122,4.423404216766357,3.4598076343536377,0.9635965824127197
product100,20221123,4.656476020812988,3.5477325916290283,1.10874342918396
product101,20221110,1.8949540853500366,2.435137987136841,-0.5401839017868042
product101,20221111,2.4254653453826904,2.698145866394043,-0.27268052101135254
product101,20221114,2.889957904815674,2.908903121948242,-0.01894521713256836
product101,20221115,3.2982821464538574,3.080258369445801,0.21802377700805664
product101,20221116,3.65852427482605,3.2215278148651123,0.4369964599609375
product101,20221117,3.9773736000061035,3.339510679244995,0.6378629207611084
product101,20221118,4.260404109954834,3.439210891723633,0.8211932182312012
product101,20221121,4.512292861938477,3.5243477821350098,0.9879450798034668
product101,20221122,4.736990928649902,3.5977165699005127,1.1392743587493896
product101,20221123,4.937856197357178,3.661444902420044,1.2764112949371338
product102,20221110,0.8390308618545532,1.0122038125991821,-0.1731729507446289
product102,20221111,1.5259836912155151,1.6886613368988037,-0.16267764568328857
product102,20221114,2.11419939994812,2.1795873641967773,-0.06538796424865723
product102,20221115,2.6225266456604004,2.5429816246032715,0.0795450210571289
product102,20221116,3.065164089202881,2.8175480365753174,0.24761605262756348
product102,20221117,3.453026533126831,3.029341459274292,0.42368507385253906
product102,20221118,3.7946670055389404,3.196068525314331,0.5985984802246094
product102,20221121,4.0969038009643555,3.3298873901367188,0.7670164108276367
product102,20221122,4.365262031555176,3.439239501953125,0.9260225296020508
product102,20221123,4.604279041290283,3.5300590991973877,1.0742199420928955
product103,20221110,1.5872817039489746,1.0816820859909058,0.5055996179580688
product103,20221111,2.1941113471984863,1.7876615524291992,0.4064497947692871
product103,20221114,2.7105679512023926,2.29160213470459,0.41896581649780273
product103,20221115,3.1549806594848633,2.6581788063049316,0.49680185317993164
product103,20221116,3.5408642292022705,2.9302380084991455,0.610626220703125
product103,20221117,3.8784050941467285,3.136394500732422,0.7420105934143066
product103,20221118,4.175442695617676,3.2959256172180176,0.8795170783996582
product103,20221121,4.438133716583252,3.4219391345977783,1.0161945819854736
product103,20221122,4.671401023864746,3.523439884185791,1.147961139678955
product103,20221123,4.87924861907959,3.6066842079162598,1.27256441116333
product104,20221110,1.2082922458648682,2.7314212322235107,-1.5231289863586426
product104,20221111,1.8005450963974,2.8436596393585205,-1.0431145429611206
product104,20221114,2.324786901473999,2.9613451957702637,-0.6365582942962646
product104,20221115,2.789099931716919,3.076371908187866,-0.28727197647094727
product104,20221116,3.2007980346679688,3.1846795082092285,0.016118526458740234
product104,20221117,3.566371202468872,3.28450345993042,0.28186774253845215
product104,20221118,3.891509532928467,3.3753528594970703,0.5161566734313965
product104,20221121,4.1811723709106445,3.4574170112609863,0.7237553596496582
product104,20221122,4.439664840698242,3.5312225818634033,0.9084422588348389
product104,20221123,4.670720100402832,3.5974457263946533,1.0732743740081787
product105,20221110,0.938635528087616,2.5753798484802246,-1.6367442607879639
product105,20221111,1.5640519857406616,2.7219796180725098,-1.1579276323318481
product105,20221114,2.116375207901001,2.8644938468933105,-0.7481186389923096
product105,20221115,2.60469126701355,2.9978060722351074,-0.3931148052215576
product105,20221116,3.0370707511901855,3.1198477745056152,-0.08277702331542969
product105,20221117,3.420581340789795,3.2301926612854004,0.19038867950439453
product105,20221118,3.7613658905029297,3.329258680343628,0.43210721015930176
product105,20221121,4.0647406578063965,3.4178593158721924,0.6468813419342041
product105,20221122,4.335299491882324,3.496957302093506,0.8383421897888184
product105,20221123,4.577010154724121,3.5675320625305176,1.0094780921936035
product106,20221110,9.794733047485352,8.124849319458008,1.6698837280273438
product106,20221111,9.317079544067383,6.997045993804932,2.320033550262451
product106,20221114,8.939957618713379,6.228437423706055,2.711520195007324
product106,20221115,8.636804580688477,5.698205471038818,2.938599109649658
product106,20221116,8.389235496520996,5.32759952545166,3.061635971069336
product106,20221117,8.184283256530762,5.06489896774292,3.119384288787842
product106,20221118,8.012624740600586,4.8758769035339355,3.1367478370666504
product106,20221121,7.867421627044678,4.7377028465271,3.129718780517578
product106,20221122,7.743569374084473,4.6350202560424805,3.108549118041992
product106,20221123,7.637176513671875,4.5574164390563965,3.0797600746154785
product107,20221110,23.370328903198242,5.992344856262207,17.37798309326172
product107,20221111,21.550067901611328,6.5657057762146,14.98436164855957
product107,20221114,19.92853355407715,6.7977705001831055,13.130763053894043
product107,20221115,18.490886688232422,6.8286004066467285,11.662286758422852
product107,20221116,17.219526290893555,6.744823455810547,10.474702835083008
product107,20221117,16.096446990966797,6.599732398986816,9.49671459197998
product107,20221118,15.104466438293457,6.425795078277588,8.678670883178711
product107,20221121,14.227801322937012,6.242476463317871,7.985324859619141
product107,20221122,13.452301025390625,6.061131477355957,7.391169548034668
product107,20221123,12.76544189453125,5.888088226318359,6.877353668212891
product108,20221110,15.115774154663086,32.40984344482422,-17.294069290161133
product108,20221111,13.289502143859863,23.319591522216797,-10.030089378356934
product108,20221114,11.998807907104492,17.28276252746582,-5.283954620361328
product108,20221115,11.065027236938477,13.246081352233887,-2.18105411529541
product108,20221116,10.372476577758789,10.527570724487305,-0.15509414672851562
product108,20221117,9.845593452453613,8.683076858520508,1.1625165939331055
product108,20221118,9.434553146362305,7.421643257141113,2.0129098892211914
product108,20221121,9.106145858764648,6.551577091217041,2.5545687675476074
product108,20221122,8.837964057922363,5.945866584777832,2.8920974731445312
product108,20221123,8.614686965942383,5.5198774337768555,3.0948095321655273
product109,20221110,8.145971298217773,15.701753616333008,-7.555782318115234
product109,20221111,7.591813564300537,11.853577613830566,-4.261764049530029
product109,20221114,7.241781711578369,9.31450080871582,-2.072719097137451
product109,20221115,7.022242546081543,7.630609035491943,-0.6083664894104004
product109,20221116,6.886282920837402,6.508453369140625,0.37782955169677734
product109,20221117,6.803887844085693,5.75724983215332,1.046638011932373
product109,20221118,6.755789279937744,5.2522711753845215,1.5035181045532227
product109,20221121,6.729571342468262,4.91152811050415,1.8180432319641113
product109,20221122,6.717222690582275,4.680845260620117,2.036377429962158
product109,20221123,6.71355676651001,4.524242401123047,2.189314365386963
product110,20221110,1.016516089439392,0.9856919050216675,0.03082418441772461
product110,20221111,1.6858707666397095,1.6839202642440796,0.0019505023956298828
product110,20221114,2.257794141769409,2.1876206398010254,0.07017350196838379
product110,20221115,2.75127911567688,2.5581469535827637,0.1931321620941162
product110,20221116,3.1805293560028076,2.8363289833068848,0.34420037269592285
product110,20221117,3.5563902854919434,3.0495715141296387,0.5068187713623047
product110,20221118,3.887310743331909,3.216437578201294,0.6708731651306152
product110,20221121,4.179990291595459,3.3496265411376953,0.8303637504577637
product110,20221122,4.439834117889404,3.4579246044158936,0.9819095134735107
product110,20221123,4.671268463134766,3.5474796295166016,1.123788833618164
product111,20221110,0.9368354678153992,1.5187944173812866,-0.5819589495658875
product111,20221111,1.5970284938812256,2.028212070465088,-0.4311835765838623
product111,20221114,2.167431354522705,2.408736228942871,-0.24130487442016602
product111,20221115,2.6637215614318848,2.698747158050537,-0.035025596618652344
product111,20221116,3.0980751514434814,2.924259901046753,0.17381525039672852
product111,20221117,3.4801113605499268,3.103076934814453,0.37703442573547363
product111,20221118,3.8175482749938965,3.2475078105926514,0.5700404644012451
product111,20221121,4.116665840148926,3.366161823272705,0.7505040168762207
product111,20221122,4.382637023925781,3.4651360511779785,0.9175009727478027
product111,20221123,4.6197710037231445,3.5488064289093018,1.0709645748138428
product112,20221110,0.8237025141716003,0.9767099618911743,-0.15300744771957397
product112,20221111,1.5134121179580688,1.6642663478851318,-0.150854229927063
product112,20221114,2.103675365447998,2.162602663040161,-0.058927297592163086
product112,20221115,2.6135640144348145,2.5309855937957764,0.08257842063903809
product112,20221116,3.0574231147766113,2.8089401721954346,0.24848294258117676
product112,20221117,3.446265459060669,3.023056983947754,0.42320847511291504
product112,20221118,3.788707733154297,3.191394090652466,0.597313642501831
product112,20221121,4.091614723205566,3.326341152191162,0.7652735710144043
product112,20221122,4.360541343688965,3.4364943504333496,0.9240469932556152
product112,20221123,4.600046634674072,3.5278916358947754,1.0721549987792969
product113,20221110,0.8603076934814453,0.9729257822036743,-0.112618088722229
product113,20221111,1.546332597732544,1.6643937826156616,-0.11806118488311768
product113,20221114,2.133207321166992,2.164985179901123,-0.03177785873413086
product113,20221115,2.6400225162506104,2.5345892906188965,0.10543322563171387
product113,20221116,3.081117630004883,2.8131251335144043,0.2679924964904785
product113,20221117,3.467487335205078,3.0274312496185303,0.44005608558654785
product113,20221118,3.8077239990234375,3.1957249641418457,0.6119990348815918
product113,20221121,4.10866641998291,3.3304946422576904,0.7781717777252197
product113,20221122,4.3758440017700195,3.440398693084717,0.9354453086853027
product113,20221123,4.61379337310791,3.5315139293670654,1.0822794437408447
