product_pid,transaction_date,apply_amt_pred,redeem_amt_pred,net_in_amt_pred
product1,20221110,3.089268445968628,1.9066247940063477,1.1826436519622803
product1,20221111,3.503979444503784,2.42706036567688,1.0769190788269043
product1,20221114,3.8591580390930176,2.7963809967041016,1.062777042388916
product1,20221115,4.166884422302246,3.0634591579437256,1.1034252643585205
product1,20221116,4.435980796813965,3.260572910308838,1.175407886505127
product1,20221117,4.673046588897705,3.4092020988464355,1.2638444900512695
product1,20221118,4.883133888244629,3.5237529277801514,1.3593809604644775
product1,20221121,5.070199012756348,3.6139729022979736,1.456226110458374
product1,20221122,5.237404823303223,3.686521530151367,1.5508832931518555
product1,20221123,5.3873291015625,3.745995044708252,1.641334056854248
product100,20221110,1.6409566402435303,1.7742000818252563,-0.13324344158172607
product100,20221111,2.2076048851013184,2.2399675846099854,-0.03236269950866699
product100,20221114,2.6990420818328857,2.584726572036743,0.11431550979614258
product100,20221115,3.1283793449401855,2.8453547954559326,0.28302454948425293
product100,20221116,3.505725860595703,3.046623945236206,0.45910191535949707
product100,20221117,3.83903169631958,3.2053329944610596,0.6336987018585205
product100,20221118,4.134658336639404,3.3329899311065674,0.8016684055328369
product100,20221121,4.397780895233154,3.437570095062256,0.9602108001708984
product100,20221122,4.63266658782959,3.524667739868164,1.1079988479614258
product100,20221123,4.842877388000488,3.5982604026794434,1.244616985321045
product101,20221110,2.4135215282440186,2.690079927444458,-0.27655839920043945
product101,20221111,2.8748083114624023,2.8974175453186035,-0.022609233856201172
product101,20221114,3.281223773956299,3.065903902053833,0.21531987190246582
product101,20221115,3.640552043914795,3.2048370838165283,0.4357149600982666
product101,20221116,3.959247589111328,3.3209617137908936,0.6382858753204346
product101,20221117,4.242700099945068,3.4192137718200684,0.823486328125
product101,20221118,4.495445251464844,3.5032458305358887,0.9921994209289551
product101,20221121,4.721322059631348,3.5757927894592285,1.1455292701721191
product101,20221122,4.923599720001221,3.6389288902282715,1.2846708297729492
product101,20221123,5.105081558227539,3.6942520141601562,1.4108295440673828
product102,20221110,1.5061349868774414,1.6833610534667969,-0.17722606658935547
product102,20221111,2.0891852378845215,2.170753002166748,-0.08156776428222656
product102,20221114,2.5944526195526123,2.5308163166046143,0.06363630294799805
product102,20221115,3.035587787628174,2.802466869354248,0.23312091827392578
product102,20221116,3.423095703125,3.011826276779175,0.4112694263458252
product102,20221117,3.7652225494384766,3.1765894889831543,0.5886330604553223
product102,20221118,4.068556785583496,3.3088698387145996,0.7596869468688965
product102,20221121,4.3384504318237305,3.41705060005188,0.9213998317718506
product102,20221122,4.579311847686768,3.507006883621216,1.0723049640655518
product102,20221123,4.794816017150879,3.582911729812622,1.2119042873382568
product103,20221110,2.175436019897461,1.7810661792755127,0.39436984062194824
product103,20221111,2.6872220039367676,2.281299591064453,0.40592241287231445
product103,20221114,3.1289877891540527,2.644533634185791,0.4844541549682617
product103,20221115,3.5137016773223877,2.9137606620788574,0.5999410152435303
product103,20221116,3.8511455059051514,3.11761736869812,0.7335281372070312
product103,20221117,4.148861885070801,3.275343418121338,0.8735184669494629
product103,20221118,4.412784576416016,3.399984836578369,1.0127997398376465
product103,20221121,4.647674083709717,3.500476837158203,1.1471972465515137
product103,20221122,4.857409477233887,3.583010196685791,1.2743992805480957
product103,20221123,5.045201778411865,3.6519265174865723,1.393275260925293
product104,20221110,1.789222002029419,2.8365275859832764,-1.0473055839538574
product104,20221111,2.3101470470428467,2.9510498046875,-0.6409027576446533
product104,20221114,2.7723262310028076,3.0633482933044434,-0.29102206230163574
product104,20221115,3.182837963104248,3.1693694591522217,0.013468503952026367
product104,20221116,3.54797625541687,3.2673163414001465,0.28065991401672363
product104,20221117,3.8732712268829346,3.3566505908966064,0.5166206359863281
product104,20221118,4.16355037689209,3.4375109672546387,0.7260394096374512
product104,20221121,4.42301082611084,3.51037859916687,0.9126322269439697
product104,20221122,4.655304431915283,3.57588529586792,1.0794191360473633
product104,20221123,4.863598823547363,3.634709119796753,1.2288897037506104
product105,20221110,1.5516879558563232,2.715407371520996,-1.1637194156646729
product105,20221111,2.100391387939453,2.8547847270965576,-0.7543933391571045
product105,20221114,2.586369276046753,2.985325813293457,-0.3989565372467041
product105,20221115,3.017430543899536,3.1050052642822266,-0.08757472038269043
product105,20221116,3.4004299640655518,3.213386058807373,0.1870439052581787
product105,20221117,3.7413341999053955,3.3108508586883545,0.430483341217041
product105,20221118,4.045319080352783,3.3981690406799316,0.6471500396728516
product105,20221121,4.316863059997559,3.4762580394744873,0.8406050205230713
product105,20221122,4.559845447540283,3.546056032180786,1.013789415359497
product105,20221123,4.777624130249023,3.6084582805633545,1.169165849685669
