product_pid,transaction_date,apply_amt_pred,redeem_amt_pred,net_in_amt_pred
product1,20221110,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221111,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221114,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221115,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221116,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221117,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221118,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221121,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221122,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221123,3.3608033657073975,0.05049353465437889,3.3100219685584307
product100,20221110,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221111,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221114,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221115,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221116,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221117,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221118,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221121,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221122,0.18908393383026123,0.439034640789032,-0.24242816865444183
product100,20221123,0.18908393383026123,0.439034640789032,-0.24242816865444183
product101,20221110,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221111,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221114,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221115,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221116,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221117,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221118,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221121,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221122,4.573478698730469,8.979179382324219,-4.400116205215454
product101,20221123,4.573478698730469,8.979179382324219,-4.400116205215454
product102,20221110,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221111,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221114,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221115,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221116,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221117,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221118,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221121,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221122,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product102,20221123,0.03828006982803345,0.07395794987678528,-0.048852771520614624
product103,20221110,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221111,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221114,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221115,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221116,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221117,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221118,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221121,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221122,0.8625101447105408,0.08678534626960754,0.7753652781248093
product103,20221123,0.8625101447105408,0.08678534626960754,0.7753652781248093
product104,20221110,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221111,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221114,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221115,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221116,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221117,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221118,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221121,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221122,0.8135595321655273,10.559200286865234,-9.745601654052734
product104,20221123,0.8135595321655273,10.559200286865234,-9.745601654052734
product105,20221110,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221111,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221114,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221115,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221116,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221117,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221118,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221121,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221122,0.31024885177612305,2.637228012084961,-2.297414541244507
product105,20221123,0.31024885177612305,2.637228012084961,-2.297414541244507
product106,20221110,10.48585319519043,9.804496765136719,0.6638703346252441
product106,20221111,10.48585319519043,9.804496765136719,0.6638703346252441
product106,20221114,10.48585319519043,9.804496765136719,0.6638703346252441
product106,20221115,10.48585319519043,9.804496765136719,0.6638703346252441
product106,20221116,10.48585319519043,9.804496765136719,0.6638703346252441
product106,20221117,10.48585319519043,9.804496765136719,0.6638703346252441
product106,20221118,10.48585319519043,9.804496765136719,0.6638703346252441
